"Y","ace.diff1","ci1.L","ci1.H","ace.or1","betaE","betaU"
404,-6.35058077123634e-05,-0.203864504948631,0.18808007744655,0.992107888960045,1,2
436,3.2089708642918e-05,-0.184978745516715,0.192403499477691,1.00371927548327,1,2
420,0.00074154498040633,-0.103055666950088,0.28183022592189,1.09318775568865,1,2
462,3.71265998302108e-05,-0.179267587293043,0.18742630741483,1.00406376201375,1,2
408,0.000500601832774043,-0.133033878524637,0.257220901133978,1.06383370836442,1,2
450,-0.00198488140053232,-0.41100649670401,-0.0371986561550469,0.799741719995765,1,2
417,-0.00084275353308532,-0.295349715868133,0.0908718436548469,0.903065530239935,1,2
414,0.00120283007075177,-0.0469426142137032,0.341149330162675,1.15798967848456,1,2
397,9.78044958704477e-05,-0.185246867601632,0.210112021330373,1.01249381634091,1,2
437,0.000677509493827508,-0.110145415675607,0.267162344730836,1.08139815031284,1,2
404,0.00070901152784693,-0.107359314211285,0.284967626940627,1.09255908215831,1,2
435,0.00160833405867709,-0.00223117198626546,0.376802351450362,1.20540034586782,1,2
461,-0.000824919021076638,-0.2742739883527,0.0931207158003961,0.91361241876804,1,2
412,0.00171428581668616,0.0160387764583303,0.406200117013421,1.23427372322763,1,2
443,0.000663800602855814,-0.111501632964681,0.263122567080071,1.07854806651626,1,2
409,-0.000600505736082049,-0.269108831361416,0.120639356064019,0.928637669713844,1,2
441,-0.000192238437217362,-0.209694355969317,0.165582176583057,0.978249374459677,1,2
409,-0.000162045672194626,-0.214841289762444,0.174740097442888,0.980223699307046,1,2
427,0.000515295877103049,-0.129676084217218,0.251867787878536,1.06277794575204,1,2
438,0.000299094723245091,-0.15372739982818,0.222896138040553,1.03505197881454,1,2
423,0.000512555299230705,-0.130330705584451,0.252945003039122,1.06302860673701,1,2
426,-0.000406394784302022,-0.239243533225114,0.142661077947412,0.953016779700413,1,2
449,0.00037391226366944,-0.143851561756482,0.228179067262351,1.04292039035774,1,2
445,-0.000238705284807326,-0.213964469205394,0.159656314559602,0.973298841780679,1,2
443,-0.00119686277810712,-0.324463296844136,0.0507468467119528,0.872423263526371,1,2
404,0.00102012931695754,-0.0685182574729427,0.324110742007063,1.13589445967328,1,2
436,0.00108372948864726,-0.0631517449846473,0.315005848628296,1.13377257134103,1,2
387,-7.34371426283328e-05,-0.209780190099528,0.19062219107647,0.990483584444069,1,2
403,-0.00073292046859473,-0.288468614875071,0.104388118966111,0.912340842088824,1,2
403,-0.00136063104055136,-0.367940446427913,0.0257965401996087,0.843200147594535,1,2
429,0.00063127069157689,-0.1158739149732,0.264849522472193,1.07707853853852,1,2
406,0.000366694309681801,-0.149889470630161,0.241132549387087,1.04658115948613,1,2
445,-0.000973235036461312,-0.297957415462871,0.0763022273795597,0.895404793968353,1,2
384,-0.00101437121465282,-0.335350836796353,0.0676687564636592,0.875154703745742,1,2
418,0.00101437011637694,-0.0701483933434624,0.316078016145205,1.13038124247763,1,2
406,-4.10242362996018e-05,-0.200616645778907,0.190367551466282,0.994919303564428,1,2
430,0.000122656754388102,-0.175581853831906,0.204409168961241,1.01449010157734,1,2
435,0.00159271762930119,-0.00397637390336589,0.37535365330761,1.20341074045102,1,2
423,0.000488733653752417,-0.133181585137193,0.250043020681514,1.06000550658627,1,2
439,0.000107356855653794,-0.175678826763415,0.200429951353133,1.01241234769573,1,2
414,-6.07904817996727e-05,-0.201039552360567,0.186173711969601,0.992624128617792,1,2
416,-0.00112066560179307,-0.330020976927996,0.0571347192079245,0.872817071531786,1,2
431,-0.000384835940720033,-0.235030098675306,0.144641797496289,0.955956059531563,1,2
409,0.000308485540998946,-0.156645363848912,0.233047289519742,1.03876591376867,1,2
434,0.00190252065666771,0.0323422209967002,0.412715108483465,1.24844649599247,1,2
416,-0.00086790564750457,-0.298922014227943,0.0878056118299064,0.90008753239425,1,2
404,0.000223840223840225,-0.167966867251815,0.224015791947199,1.02832453819943,1,2
394,0.00045663405060708,-0.139883864499279,0.257215889736746,1.06017712085581,1,2
454,-0.000580339927978405,-0.249720429235557,0.120336065057421,0.937518088253798,1,2
400,-0.000799380305538769,-0.298425828649198,0.0960495556582788,0.904080519928312,1,2
375,-0.000565203042148854,-0.279765787071419,0.127276904316021,0.9268420075951,1,2
381,7.84052979050037e-05,-0.191375953842577,0.212147812043579,1.01042231055396,1,2
424,-0.000402713610309468,-0.239422774827264,0.143329971795159,0.953224609018524,1,2
425,-0.000488283938302933,-0.249267373866694,0.133059594378041,0.943698307389833,1,2
405,-0.00117399949334296,-0.342899386698249,0.0494269617699934,0.863885445944059,1,2
406,0.00129039412854544,-0.0350545658191644,0.357137718131987,1.17414950746469,1,2
398,-0.000674155991719457,-0.283356533895462,0.111909360586813,0.918114149233127,1,2
415,0.000483482340054525,-0.134515922339779,0.252417947341222,1.06051922835527,1,2
420,0.00118600623257541,-0.0497032293769854,0.335374337527418,1.15313927495909,1,2
415,0.00151054911411508,-0.00959834059425876,0.378683552617628,1.20200521363396,1,2
404,0.000617377210059332,-0.118800956063859,0.273444606874906,1.08011959553293,1,2
429,-0.000112830111738995,-0.203560001213535,0.176892083931327,0.986822792005709,1,2
419,-0.000383934114465476,-0.238953800281679,0.146137890245355,0.954832593829021,1,2
417,-0.00105665007103414,-0.321654928263864,0.0649742119790709,0.879903222092257,1,2
431,-0.000337243787613576,-0.229408587097228,0.150222668744428,0.961299189988967,1,2
439,7.91909484560303e-05,-0.178896448067739,0.197227914491331,1.00914123162367,1,2
439,0.00108983394177192,-0.0626646133592427,0.314143927021189,1.13358113822348,1,2
450,-0.000148563833897723,-0.202504594167801,0.169037657501755,0.983479905985778,1,2
398,0.000802547220545208,-0.0956415558965128,0.29971883197303,1.10706925938322,1,2
410,-0.00032,-0.23405017734503,0.155103725930228,0.961412244095632,1,2
431,0.000311728289595572,-0.153241194604674,0.226333274232695,1.0371509852621,1,2
430,-0.000587717431449414,-0.259310581527773,0.120937922881531,0.93335862557823,1,2
437,-0.000391188623423342,-0.233748219051429,0.143253266123939,0.955850114021596,1,2
420,-1.2736388082839e-05,-0.19372842205362,0.190727999463436,0.998472093583445,1,2
423,-0.000247929370056044,-0.221150401353472,0.161955087926572,0.970877509732343,1,2
417,0.00126864037546293,-0.0392936789082631,0.347887021277862,1.16623491927326,1,2
388,-6.00536906427448e-05,-0.207821883289001,0.192087219409156,0.992230706418642,1,2
440,0.000160704000257126,-0.169368471897163,0.206322537030712,1.01859522693049,1,2
426,-0.000216575187178343,-0.21657984791004,0.165190907338232,0.974687516987877,1,2
433,-0.000171595661523692,-0.209408126293921,0.169294745267312,0.980209645618539,1,2
441,3.10006715308054e-05,-0.18412387014175,0.191137451187105,1.00355233723887,1,2
436,-0.000519541996382841,-0.249101794573643,0.128473813780963,0.94164552915265,1,2
432,-0.000478324934140593,-0.245542117812493,0.133635262961298,0.945686388906798,1,2
418,0.00122036393310159,-0.0453003453767425,0.340926080091691,1.15882088303655,1,2
423,-0.000184298661272669,-0.21356593897697,0.169539479367487,0.978269052315466,1,2
432,-0.00179110980319576,-0.400966367687557,-0.0198849614627455,0.810730784107198,1,2
422,-0.000134342710385398,-0.207892286455464,0.175671117709079,0.984074771867689,1,2
418,5.43317701412956e-05,-0.186078709950199,0.199303212835635,1.00657548570952,1,2
429,-0.000292050979826646,-0.224718061438263,0.155791530099964,0.966244148282591,1,2
404,7.22432166448373e-05,-0.186927117273656,0.205017340049405,1.00905464969156,1,2
448,-0.000977920977920979,-0.296968955561902,0.0758941228628786,0.895626063947523,1,2
456,0.000450576220743948,-0.134575629725261,0.234673268323509,1.05114220880506,1,2
389,0.00108717009365414,-0.0586691866601215,0.341530345553114,1.15143375249485,1,2
430,0.00121566958072315,-0.0472443847539968,0.333545437153893,1.15345689114252,1,2
458,0.000145953891562433,-0.168034300583298,0.200244840986088,1.01621100955425,1,2
421,-0.00035663201426528,-0.234893637555862,0.1491919293801,0.958178187909494,1,2
426,0.000905221182796479,-0.0835696164691366,0.298691165797835,1.11321403041879,1,2
430,0.000587029568797301,-0.121018617665842,0.259229887106771,1.07131308510028,1,2
413,-0.000538503075498257,-0.259884603170108,0.127980498563564,0.936357635931729,1,2
438,0.0012855282140831,-0.0400452247342917,0.337361102250755,1.15981219274125,1,2
