"AllY1","AllY2","AllY3","pop.never.s1","pop.never.s2","sace.diff1","sace.diff2","ace.diff1","ace.diff2","ci1.L","ci1.H","ci2.L","ci2.H","ace.or1","ace.or2","sace.or1","sace.or2","betaE","betaU"
49451,153,396,0.9944,0.98286,-0.000406975561117555,0.000181013676588898,-0.00036038677846759,-0.000235317969754313,-0.435400488631906,0.200511670932038,-0.227617453270621,0.167972841449701,0.889284430061129,0.970580954451046,0.8625,0.980694451040747,1,2
49380,152,468,0.99404,0.982,-6.10997963340122e-05,-0.000865156331737153,-0.000175142572476086,-0.0013147949386908,-0.37566148898753,0.261432258840629,-0.324026041166794,0.0409380455325691,0.94434756660481,0.867983028245848,0.919162869177139,0.863884422110553,1,2
49453,147,400,0.9941,0.9838,0.00020329335230738,-0.00042249270697113,0.000583096755697571,-0.000770091520498201,-0.127449140051534,0.523531451402567,-0.293797830268239,0.100180278217239,1.21901176211938,0.907724158147375,1.22261545965009,0.893630183292179,1,2
49428,157,415,0.99342,0.98378,0,-0.000241589659962554,0.000489300830207861,-0.000633137390069736,-0.158905932202215,0.469322863887848,-0.270181069303687,0.116685977768834,1.16794755094405,0.926130892108037,1.18880410410528,0.930488143721691,1,2
49447,166,387,0.99388,0.9837,-0.000345633831452679,-0.00136837445164406,-0.000418903423240631,-0.00167227119554349,-0.431078798234202,0.179549787308183,-0.418988988536432,-0.0166557651503449,0.881822216191039,0.804269195979653,0.880087031773414,0.804453225270931,1,2
49424,136,440,0.9941,0.98304,-4.06901041666667e-05,0.000663917110954632,-4.79327849721979e-05,0.000342595752739332,-0.354155670412089,0.319115399714857,-0.148553174859726,0.226898783437901,0.982635834535409,1.03994893637777,0.996086877828054,1.04495541535566,1,2
49431,150,419,0.99382,0.9828,-0.000407000407000407,0.00130808395886579,-7.20116026937508e-05,0.00189307618592945,-0.344154634745349,0.297025997085428,0.034756742755057,0.421871575383201,0.976406312974609,1.25619027827335,1.04442559245634,1.26013143192555,1,2
49468,143,389,0.99364,0.98374,-0.00020330575151971,0.000825248580975001,1.06826533378359e-05,0.00163203386837306,-0.324581748586776,0.331994341633179,0.0109683253758083,0.412473510249052,1.00372380293587,1.23579867066671,1.01809709278064,1.23203000374624,1,2
49384,153,463,0.99376,0.98234,0.00044791009222876,0.000845274512960876,0.000542946172969448,0.00176814665480519,-0.141783175555943,0.495306694904004,0.00874589165606152,0.376390925382276,1.19332582665374,1.21249571945139,1.19339132776415,1.20829804952608,1,2
49415,169,416,0.99356,0.98338,-0.000101690089283898,-0.000241555618181086,0.000322887916134098,-0.000890859077767883,-0.207325689716139,0.397637201227518,-0.300904876314816,0.0855405434028828,1.09982997303714,0.897912935414306,1.11488473658312,0.906747153355407,1,2
49427,156,417,0.99362,0.98268,-0.000345992591688037,0.00108693464302248,0.000306068433676332,0.000794296063650851,-0.216399343769683,0.413280844375861,-0.0972425098213355,0.288785407354305,1.10260670357542,1.10056936672477,1.10272355488541,1.10274711918556,1,2
49413,164,423,0.99332,0.98332,-6.10177765122239e-05,0.000120806990697862,-0.000643725811764613,0.000436679151500504,-0.504024368620792,0.11213543428108,-0.139555131772024,0.243395892225079,0.822122389509471,1.05327015659407,0.808955748138155,1.0477774278447,1,2
49421,136,443,0.99442,0.9829,-0.000142435649608302,0.000341907845779449,5.73471103301069e-05,0.000124291905232067,-0.31568406762449,0.35758730105794,-0.1729731640189,0.201206033807997,1.0211770083694,1.01421643449195,1.00577224375361,1.01466629089318,1,2
49408,168,424,0.99354,0.98254,-8.14216215115924e-05,-0.000986371962880206,0.000542375114620962,-0.000847096652495774,-0.142997835218858,0.465009517272314,-0.291869144119711,0.0909288949845931,1.17466403002542,0.904401758391024,1.17827548048673,0.908752586200549,1,2
49422,170,408,0.99334,0.98356,0.000427020212290048,-0.000483218233434675,0.000194150505795444,-0.000907928607632969,-0.244498948249982,0.358208870270743,-0.306977235585937,0.0832242396099927,1.05850580470356,0.894154117524651,1.04731267697533,0.897313779159572,1,2
49379,180,441,0.99362,0.98276,0.000691928853433188,-0.000100642096576156,0.000494385848412737,-9.05840871220373e-05,-0.156659824746484,0.43009823241133,-0.197885481740991,0.177118040437437,1.14661272842132,0.989728216593404,1.13460807809212,0.988751814223512,1,2
49417,153,430,0.99368,0.98332,4.06785176748159e-05,0.000664197729651397,-0.000199244297691117,0.000721171620148947,-0.382386244502491,0.252755702090675,-0.105649581669995,0.274398235326516,0.937277689264874,1.08803896544419,0.924050632911392,1.08283200697717,1,2
49395,164,441,0.99396,0.9827,-0.000162816729418948,0.000503038351643929,0.000388188985201474,0.00109145589794955,-0.189211644713845,0.42473316384521,-0.0632228729598163,0.312280207832727,1.12497705847127,1.13261293257461,1.11445197151294,1.12848125730154,1,2
49409,164,427,0.99378,0.98304,-0.000386555989583333,-0.000161001428887681,-0.000371554746418146,-0.000677242485910756,-0.420011524788495,0.19434512113817,-0.270489618717094,0.110925042808742,0.893299771423763,0.923317473835476,0.912924277395695,0.923367558158681,1,2
49421,144,435,0.9942,0.9836,0.000162667751118341,-0.000643733655200161,0.00010572922798449,-0.00219305333901471,-0.290759725615236,0.363776559921488,-0.444701717395376,-0.0645526732041256,1.0371831727961,0.775205307662081,1.06687666585898,0.781468115045647,1,2
49414,152,434,0.99368,0.98294,-0.00022381834089568,-0.000422671282505434,-0.000372082521086293,0.000323877520465244,-0.441025388213986,0.197238471495998,-0.151481559517624,0.226535342295163,0.885242682856404,1.03824039808484,0.861397683702913,1.04310650057708,1,2
49388,187,425,0.9933,0.9833,-0.000589850503406895,0.000664451827242525,-0.00121459240556971,0.000269609263094957,-0.61782193442257,-0.0353200323207141,-0.1591215222431,0.22287243503977,0.721590915450159,1.03238602585925,0.734289654897704,1.03736392583762,1,2
49402,148,450,0.99414,0.9825,-0.000223918575063613,-0.000623654616050053,-0.000422926755298162,-0.00109524493833652,-0.466458049588351,0.180394595692353,-0.308640878003361,0.0632317341743471,0.867427202167005,0.88464686286037,0.866082255825846,0.883745889581912,1,2
49471,134,395,0.9939,0.98378,0.000284616479294151,0.000623805211791931,0.000248990938092094,0.000221506067528948,-0.246949407520838,0.431919190635183,-0.169850032255696,0.226226437376182,1.09689397773279,1.02858922454064,1.1149922467967,1.03915261982128,1,2
49436,147,417,0.99386,0.98362,-2.03330554482422e-05,-0.000563459642203127,0.000451952797513429,-0.000967718085410931,-0.17172925700912,0.47767026558814,-0.309927530712722,0.0763061445310841,1.16553086101934,0.889752867613596,1.13642448889338,0.898252274471666,1,2
49463,148,389,0.99382,0.98322,0.000386485222025589,0.00038236300336077,-0.000327199620290472,2.50923499879051e-05,-0.433296194181069,0.213050706776912,-0.196295235602259,0.202768758595225,0.89573201994935,1.00324624620247,0.893803291129996,1.0021955582557,1,2
49426,160,414,0.99374,0.98348,-0.000671086346443242,0.000704409604121803,-0.00108645086682121,0.000259855243112233,-0.656686326518943,-0.0261765116060284,-0.162000854509847,0.22494249678483,0.710760611011301,1.03204752135462,0.699178251289411,1.03221237562809,1,2
49416,143,441,0.99398,0.98336,0,-0.000905450813899676,-6.93644787693153e-06,-0.00121064587039346,-0.330646424359654,0.325934833208974,-0.326390987548964,0.0496502882433989,0.997591989506298,0.870780955718103,0.983717119049202,0.866438844755788,1,2
49409,168,423,0.99346,0.98384,0.000406570174012034,-0.000221448271696898,0.000808602943458448,-0.000187728323387362,-0.0645470315157988,0.545673811644701,-0.213738576902389,0.169112507596719,1.2719682174073,0.977940964924501,1.2585524900283,0.968547471394882,1,2
49428,162,410,0.9937,0.98348,0.000406718997844389,-0.000161014390661165,0.00051560106794713,0.000162798092603127,-0.150706368459365,0.46796644725878,-0.174442689335329,0.214354649569205,1.17188872620791,1.02015330290242,1.14542123039477,1.01484502991067,1,2
49452,146,402,0.99392,0.98368,-0.000650618087182824,0.000140856406954282,-0.000973479520575808,-0.00113751426529876,-0.663010834456831,-0.00433560506505543,-0.33924617766163,0.0543030836117833,0.715560370016676,0.867238435487234,0.702980679451268,0.870343409680571,1,2
49437,149,414,0.99356,0.9829,0.000142435649608302,0.000845444663633802,0.000508695581964512,0.000421018823053904,-0.151532365524515,0.493860931567672,-0.142011045944143,0.244843434167857,1.18536436424864,1.05244666899282,1.16953795154572,1.07396382569663,1,2
49418,179,403,0.9933,0.98368,0.000101659076122316,0.000382563173260848,0.000266994991759226,-0.000629109293196511,-0.219284270982644,0.368234348535102,-0.274441443004159,0.117952619083723,1.07711484378082,0.92455543826924,1.101239657408,0.924350389773928,1,2
