"Y","ace.diff1","ci1.L","ci1.H","ace.or1","betaE","betaU"
673,-0.00993866177189654,-0.248098452504018,0.0771023129048055,0.918176908393259,1,2
706,-0.00717266610332025,-0.218474882512116,0.100065962298171,0.942565082912552,1,2
677,-0.0105258677372129,-0.252153234387408,0.072124790653694,0.914003587385656,1,2
712,0.000427969265015639,-0.155352461389614,0.162175356218062,1.00351044067065,1,2
686,-0.0212254203257897,-0.341657614230913,-0.0182942488303563,0.835520572969457,1,2
677,0.00584297841636131,-0.112122280322097,0.212202815920018,1.05119695114665,1,2
646,0.0103732262218365,-0.0730672792942967,0.257875991279072,1.09664315873296,1,2
697,0.00400756775231227,-0.126683462179641,0.193539515136137,1.033968692274,1,2
706,0.00455562496159911,-0.121653604870022,0.196862944946914,1.03828327634467,1,2
702,0.0208139231811578,0.0129712944570838,0.333046169645575,1.18858619068935,1,2
701,-0.00130466119864608,-0.170666590685349,0.148868917320691,0.989234359708015,1,2
684,0.00414338386589107,-0.126252339865981,0.196548692430423,1.03571428571287,1,2
727,-0.00309230923092309,-0.182295174052565,0.132393954715606,0.975418145924032,1,2
682,0.00985443941775767,-0.0778614962125203,0.245498701168775,1.0872963227483,1,2
683,-0.0119629106250512,-0.26326502318356,0.0599808005316561,0.903486555919102,1,2
680,-0.00379648533807606,-0.194277253274882,0.12943211678829,0.968198424670598,1,2
693,0.00657824421007629,-0.10534877302214,0.215723115481336,1.05665535782559,1,2
714,0.00114272164551916,-0.149157561608618,0.167845834454569,1.00937905458286,1,2
668,0.00836976343753615,-0.0906345062778694,0.235580649524078,1.07502452624514,1,2
694,-0.00284416728106825,-0.184224187868466,0.136580415517631,0.976486772487188,1,2
705,0.0101446492575525,-0.0755293414794499,0.243422822149499,1.08742126570431,1,2
722,-0.0088543390486531,-0.229485048199156,0.0860860756445121,0.930851569101088,1,2
645,-0.00290287560713948,-0.191276770289039,0.139618320296518,0.97449732743226,1,2
660,0.0106595692528583,-0.0708095288444733,0.256914113268189,1.09746029419973,1,2
708,-0.00131000676132523,-0.16996532960435,0.148253367044067,0.989279384429238,1,2
639,-0.00728215002662953,-0.231497842291276,0.100751143142296,0.936765220914577,1,2
677,-0.000666349174648789,-0.167749051167793,0.156430942808875,0.994324269065961,1,2
695,0.00736095965103598,-0.0989743020875861,0.221751243316942,1.06338028168885,1,2
667,0.0282544783837242,0.0814077224494934,0.40868407048393,1.27730918150588,1,2
696,-0.00261424353048338,-0.18213391938744,0.13834913080262,0.978415973448381,1,2
700,-0.0102248654326102,-0.245088006975213,0.0748381409212163,0.918530021497318,1,2
683,0.0117775083916448,-0.0615575947694471,0.26185708475848,1.10513150901756,1,2
643,0.00289122798931466,-0.139820990277735,0.191612949707303,1.02614078342888,1,2
700,-0.000304014057610039,-0.162329255025664,0.157314099191958,0.997478166228684,1,2
660,-0.00729439776488642,-0.227807619837797,0.10012124390672,0.938285980450809,1,2
673,0.00572329157266517,-0.113304233830166,0.211759338355205,1.05037176814731,1,2
692,-0.00206784297769388,-0.177965953276748,0.143227571767979,0.982808022922985,1,2
682,-0.0190908830545413,-0.324460494482704,-0.00060645747705158,0.850183945878397,1,2
677,-0.00255191061941859,-0.184055836228831,0.140249363371528,0.978432916387236,1,2
716,0.00765825960514459,-0.0958536494099322,0.220865768536977,1.06441809854606,1,2
670,0.00176482287210442,-0.147576600006152,0.178013357742684,1.01532433971818,1,2
676,0.00698696944601141,-0.102403501677127,0.221986858114753,1.06157256847106,1,2
697,-0.00823092677931388,-0.228823228749045,0.0914582010232921,0.933687754924377,1,2
659,-0.00566541053105863,-0.213530695892521,0.114391134581708,0.951693088497989,1,2
709,-0.00653927405415786,-0.21272582647613,0.105223458258384,0.9476902278282,1,2
708,-0.00457344292700347,-0.196762652338121,0.121397954577373,0.963069767442099,1,2
717,-0.000970560621158791,-0.16613956795286,0.150311368889768,0.992129845866441,1,2
703,0.0165653884826932,-0.0224008090506425,0.296945697548811,1.14697922345977,1,2
670,0.00505632360471071,-0.119174044453997,0.206516716676704,1.04454619270548,1,2
696,0.00491136078581773,-0.119177241559393,0.201270848144178,1.04184353657965,1,2
692,-0.00795032932232755,-0.227383383388072,0.0938761388222664,0.935495596545397,1,2
655,-0.012152194435111,-0.271551932392446,0.0575419972581046,0.898676051564958,1,2
661,-0.0156598027728538,-0.300874432498973,0.0271348445342439,0.872267312988136,1,2
707,0.00464266696704692,-0.12087318674424,0.197497796599841,1.03898710910073,1,2
734,0.00616512394567932,-0.107427997493798,0.206017707286999,1.0504614369173,1,2
691,0.000516874429917903,-0.15638966162993,0.165006269779827,1.00434916086767,1,2
668,0.00153605036247492,-0.149696124050686,0.176416065562567,1.01336025060764,1,2
694,0.00746769205562495,-0.0978726328406817,0.22306052544682,1.06448689039065,1,2
664,0.00353193196454434,-0.132703414765605,0.194211673450186,1.03114927150438,1,2
673,0.00798726825567003,-0.0938704871682766,0.231405531939541,1.07102490645635,1,2
707,0.00299403114048424,-0.134500657312738,0.183813118291265,1.02496604031379,1,2
712,0.000919064851513583,-0.151140275999678,0.166243410971839,1.00755429650611,1,2
701,-0.00952175234803755,-0.238888425820797,0.0806837603191748,0.924033343121294,1,2
652,-0.00518396465763768,-0.210588142117641,0.11892056254765,0.955300571795647,1,2
714,-0.00479932202695506,-0.197728497157117,0.119282453436612,0.961553991952547,1,2
686,-0.014956103538414,-0.288348736388273,0.0347579102749109,0.881121763565222,1,2
681,0.00261655075153233,-0.139425354960611,0.183934860747735,1.02248901540834,1,2
657,-0.0093776248130621,-0.246774817647429,0.0819388263304896,0.921053128011768,1,2
643,0.00297229722972297,-0.139137701031628,0.192194481999905,1.02687693617492,1,2
717,-0.0117406962785114,-0.253889351437615,0.0626349773961313,0.908863194149829,1,2
685,-0.014954212524545,-0.28815651356677,0.0347321527023382,0.881125907845174,1,2
706,-0.00545055575282301,-0.204229078681771,0.114282913047816,0.956049712778974,1,2
695,-0.00513556236528049,-0.203251294199591,0.117365789754145,0.957997819734907,1,2
684,-0.012130381423568,-0.264889424842568,0.0586277910364661,0.902222302542735,1,2
713,0.00302045561633171,-0.133920335676734,0.18328250136233,1.02500867988827,1,2
638,0.00753995550783013,-0.0984385650509845,0.234069688675418,1.07008447849829,1,2
712,0.00673930782892525,-0.10346287149423,0.21396477480278,1.05674079881637,1,2
691,-0.0056751738268011,-0.208379366934804,0.113017363965505,0.953469882554086,1,2
646,0.0281032468675489,0.0849639399868734,0.417762875055245,1.28523075647476,1,2
699,0.00181063416357534,-0.144828969483186,0.175023858924439,1.01517113783515,1,2
702,0.00367685882974128,-0.129125812764739,0.190170401441169,1.03093761990317,1,2
714,0.011656989841894,-0.0632140015260595,0.253999344798287,1.0999567827123,1,2
653,0.00408396172129978,-0.12856393768944,0.200692273076165,1.03663069904688,1,2
705,0.0102573924669889,-0.0745979640622308,0.244354160401569,1.08843447323393,1,2
652,0.00257355900136824,-0.14198173097682,0.187393417566414,1.02295418866168,1,2
713,0.005208220811279,-0.115956456277113,0.201375747467312,1.04353176434375,1,2
708,-0.0094871794871795,-0.237836225677896,0.0810525622993648,0.924812030075925,1,2
667,-0.0066977546964948,-0.221065098464339,0.105160193007245,0.943720009475097,1,2
696,-0.00861300633105907,-0.23249426161721,0.0882883779036032,0.930587160793456,1,2
671,0.00819590161717974,-0.0921048836528895,0.233370733628377,1.073096248213,1,2
682,0.0170946407859464,-0.0164049620239267,0.307110930065787,1.15625767946108,1,2
695,-0.00371521378042647,-0.191339863798549,0.129267001170302,0.969437178031097,1,2
723,-0.0232380626713854,-0.346009390531501,-0.0301898792277124,0.828678022276127,1,2
709,-0.00509858354900776,-0.200985359130621,0.117027078616074,0.95896102424241,1,2
673,0.0131870484911015,-0.0492403268034206,0.275908937196727,1.11987779594511,1,2
704,-0.00962334178799847,-0.239258889299444,0.0798343573143637,0.923497267760528,1,2
699,-0.0189902178393227,-0.318443724051108,0.00191530262442701,0.853792063553441,1,2
676,-0.0163038463904209,-0.301694429996263,0.0228093358415068,0.869922107150753,1,2
652,0.00581172023846106,-0.113390730862128,0.216214344836558,1.05261350544845,1,2
723,-0.00422828244030472,-0.191857436334224,0.123503177455697,0.966397798178262,1,2
692,-0.0124678579537155,-0.265511295078896,0.0559694465641148,0.900664666128254,1,2
693,-0.00223049255190242,-0.179280854683281,0.141775745759376,0.981489007355345,1,2
671,0.0196,0.00612376885421884,0.332264940733065,1.18406106313929,1,2
