"AllY1","AllY2","AllY3","ace.or1","ace.or2","ace.cond.or1","ace.cond.or2","betaE1","betaE2","betaU1","betaU2"
47190,655,2155,5.52112938054532,5.16701291279049,1.32109808755548,1.32854498600106,1,1.25,4,4
47048,671,2281,4.04097038808534,5.4436430876979,1.00643242367758,1.37166626101075,1,1.25,4,4
47134,626,2240,4.02397431632178,4.81658132141937,0.930275609123615,1.15871787717498,1,1.25,4,4
47097,677,2226,4.17611096327834,5.14144666186001,1.02395733456999,1.26004055393592,1,1.25,4,4
47183,658,2159,4.06729834659483,5.21586203482441,1.02640330122428,1.27729263539614,1,1.25,4,4
47114,683,2203,4.50701729041095,5.36641829736034,1.10989433643918,1.32568683287767,1,1.25,4,4
47134,663,2203,3.77718726868101,5.55706962327134,0.950229216010844,1.44850504172517,1,1.25,4,4
47070,685,2245,4.17988249043434,4.80573371790465,1.11080373956122,1.18174466824666,1,1.25,4,4
47117,649,2234,4.0257691682324,4.74800743093426,1.04591834353976,1.07810312459299,1,1.25,4,4
47009,742,2249,4.43162618667214,5.10255589685527,1.04339675045066,1.26978068013037,1,1.25,4,4
47175,712,2113,4.01228855721393,4.85267054778464,1.04024886389853,1.21212147256714,1,1.25,4,4
47076,700,2224,4.1855384171619,4.57515192657018,1.00528665802467,1.1213990571002,1,1.25,4,4
47081,676,2243,4.30289106127071,4.78761108492003,1.0225190955976,1.18458464745857,1,1.25,4,4
47112,657,2231,4.17563330048059,4.73756332463937,1.04723350771616,1.19886729086127,1,1.25,4,4
47192,656,2152,3.66956344130706,5.44362692537518,0.863869680175125,1.37742601371597,1,1.25,4,4
46987,718,2295,3.86896005556308,5.59715561370396,0.95052937313856,1.34351478695097,1,1.25,4,4
47114,726,2160,4.01488740451762,5.48774125355042,0.997664017479531,1.36868096391711,1,1.25,4,4
47067,687,2246,3.83001710409564,5.0991741264475,0.909204068085273,1.20951151988842,1,1.25,4,4
47153,657,2190,4.55052834825347,4.8738293108226,1.10258849617112,1.18497314319986,1,1.25,4,4
47137,669,2194,3.49610410904814,4.94886727521737,0.891880044749406,1.26160387643492,1,1.25,4,4
47026,687,2287,4.2102549780681,5.13003590547396,0.958933847215357,1.27596821936397,1,1.25,4,4
47150,677,2173,3.74708333333333,5.37117495519713,0.956900461388823,1.36456903205919,1,1.25,4,4
47108,663,2229,4.52697812913741,5.53038548528278,1.07155872574317,1.35363502823764,1,1.25,4,4
46913,715,2372,3.85173735519672,5.19330782721538,0.975307672340379,1.23143464200663,1,1.25,4,4
47080,679,2241,4.59080914913334,5.22351919526502,1.07527568669913,1.28205266567264,1,1.25,4,4
47024,718,2258,3.98057567515696,4.68771323627307,0.947833610115587,1.18322304154671,1,1.25,4,4
47123,716,2161,4.57815040689658,5.52343975699901,1.15691230754772,1.36324512748872,1,1.25,4,4
47057,682,2261,4.40753623264813,5.12276522290921,1.09858828447859,1.32759839128781,1,1.25,4,4
47078,665,2257,4.35241238540231,5.2907404179731,1.12111339429471,1.30322394164328,1,1.25,4,4
47123,680,2197,4.4036984450952,5.35149060082041,1.02618060409347,1.34762287036827,1,1.25,4,4
47116,657,2227,3.88287909521175,5.00735416361058,0.955795407544493,1.22264987038897,1,1.25,4,4
47044,703,2253,4.11995871782419,4.82685526361101,1.01830947442487,1.21038063585426,1,1.25,4,4
47069,710,2221,4.13695877259601,5.82387890087451,1.01914310751241,1.42965864100877,1,1.25,4,4
47108,691,2201,4.12521409848469,5.65137511047557,1.04584197520651,1.41220109712114,1,1.25,4,4
47063,712,2225,3.77968501951339,5.29483524022983,0.955013682460236,1.36300496657601,1,1.25,4,4
47064,672,2264,4.79998644807192,4.53454940946886,1.24563518584712,1.10651946957963,1,1.25,4,4
46955,721,2324,3.55854566139197,5.11330346406542,0.883440542018185,1.27321524115784,1,1.25,4,4
47103,693,2204,3.61751953812399,5.44481580068298,0.915035493978414,1.35347789617751,1,1.25,4,4
47048,686,2266,4.32251282358111,4.594841745461,1.05434900697599,1.06551479692343,1,1.25,4,4
47196,626,2178,3.53516742651472,5.13331481063838,0.811279955106471,1.29053155845034,1,1.25,4,4
47087,689,2224,3.91905658739183,4.99507229804451,0.900923433619868,1.24625964084842,1,1.25,4,4
47118,686,2196,3.73618143687355,5.09291115366325,0.907687469207664,1.22723353344545,1,1.25,4,4
46969,707,2324,4.60623146775389,5.4429372989908,1.11176244304747,1.37203059492625,1,1.25,4,4
47104,673,2223,3.86355451713115,4.92090875976864,0.980908592475904,1.15832668318823,1,1.25,4,4
47122,683,2195,4.62425369829037,4.92333122031143,1.14745159120541,1.24927456491283,1,1.25,4,4
47130,656,2214,3.94121436503611,5.37403188854942,0.984317813088617,1.39070897370591,1,1.25,4,4
47134,638,2228,4.45570707006522,5.18381320309032,1.12380037081751,1.2965660844441,1,1.25,4,4
46997,713,2290,4.41514369013959,5.04966498068273,1.11181034208092,1.23631989921531,1,1.25,4,4
47094,682,2224,4.69004678789488,5.19235023449252,1.07179682370968,1.23885720103695,1,1.25,4,4
47079,636,2285,4.00778805902591,5.34649759490268,0.95754287438922,1.35184260273701,1,1.25,4,4
47111,668,2221,4.16097621311812,5.33599299087536,1.14618931349175,1.30672185969074,1,1.25,4,4
47104,702,2194,3.92742210129027,5.21027774685975,0.943207782255681,1.28803396739879,1,1.25,4,4
47081,707,2212,3.24163882043435,5.51432434991429,0.720530729179952,1.39790342910898,1,1.25,4,4
47099,689,2212,3.80392965021098,4.76689866044427,0.942768305494396,1.15859553591093,1,1.25,4,4
47047,688,2265,4.48943739068816,4.5648792627564,1.09922369999516,1.14672710784507,1,1.25,4,4
47085,705,2210,3.74890059912228,4.99665036215924,0.947623006642322,1.28612472114706,1,1.25,4,4
47131,686,2183,4.4444707783038,4.61013101289033,1.05045070552189,1.18243195524476,1,1.25,4,4
47093,690,2217,4.41135362544328,5.60469879682839,1.06440523481446,1.35875388018169,1,1.25,4,4
47152,663,2185,4.09727355950251,4.77683273352207,0.991347281240192,1.14519530371238,1,1.25,4,4
47087,678,2235,3.72847053551111,5.24292099373928,0.949969438763704,1.26167186378101,1,1.25,4,4
47189,668,2143,4.71722747722752,4.54099203731685,1.15317044990972,1.11655709815774,1,1.25,4,4
47111,645,2244,3.65219724156017,4.9884553620791,0.883689476807666,1.23577332220707,1,1.25,4,4
47157,646,2197,3.66598943372259,4.82381731462481,0.945009212040098,1.23859022438969,1,1.25,4,4
47125,679,2196,3.99896549318529,4.78885414817141,0.950088717350509,1.2010883015662,1,1.25,4,4
47090,691,2219,4.14292351630932,5.27335846814217,0.973230719823494,1.28465274795101,1,1.25,4,4
47111,674,2215,3.94397998851102,4.64722798581462,0.922673478751726,1.18830875713531,1,1.25,4,4
47011,678,2311,3.43632099420549,5.51695056627842,0.852297569731906,1.36103963915261,1,1.25,4,4
47049,718,2233,4.27867289462838,5.0692970273275,1.10016298258601,1.29882584522308,1,1.25,4,4
47140,680,2180,3.69573232555996,4.94476103191383,0.957515134945283,1.22145594415803,1,1.25,4,4
47040,698,2262,4.98218428641143,5.16882620337969,1.17160675316168,1.33034293077458,1,1.25,4,4
46953,717,2330,3.64329466582537,4.89549040989634,0.947198202731711,1.14395600124383,1,1.25,4,4
47113,664,2223,3.93900317369705,5.01882587697878,0.95595660933446,1.20312656942992,1,1.25,4,4
47129,665,2206,3.27918013802706,5.02318399915935,0.844207514838077,1.24471530263221,1,1.25,4,4
47135,677,2188,3.85455650208845,5.07801809397936,0.899597791405343,1.25721837833856,1,1.25,4,4
46981,691,2328,4.14181841778118,5.02641938536185,1.07497396245556,1.259212663591,1,1.25,4,4
47104,733,2163,3.89852092188088,5.21727861817571,0.996772548567659,1.21459034815149,1,1.25,4,4
47119,687,2194,3.58712813123476,4.88448414985591,0.891839447074403,1.26716285455548,1,1.25,4,4
47064,696,2240,3.85636555412545,4.64199118241571,0.949158740180694,1.17593132597981,1,1.25,4,4
47144,698,2158,3.97810657667198,4.67323080576128,0.970125531008864,1.18058444119094,1,1.25,4,4
47111,657,2232,3.45272566485622,5.01531517894614,0.858988927676417,1.24044715204443,1,1.25,4,4
47071,659,2270,3.81712164433997,5.1588203514364,0.951556547541008,1.25313499788587,1,1.25,4,4
47059,693,2248,4.15571982146029,5.44431089003375,1.04499516382019,1.38496966393311,1,1.25,4,4
47044,718,2238,3.98416566568528,5.10719953165845,0.948333122690097,1.28033450216901,1,1.25,4,4
47115,657,2228,4.32578625691423,4.41093342385618,1.10200576601548,1.11963002685183,1,1.25,4,4
47127,620,2253,4.40336068827729,4.89273885383453,1.08225558583491,1.20780057559402,1,1.25,4,4
47096,667,2237,4.23412839952304,5.21661353606118,0.971215628865565,1.29435209006572,1,1.25,4,4
47016,721,2263,4.76492096424551,5.03504120031385,1.31010687104234,1.28435580415387,1,1.25,4,4
47096,647,2257,3.36048348998974,4.98355135179953,0.820841996782427,1.21576201258832,1,1.25,4,4
47091,707,2202,3.89866040151716,4.70296000499318,0.883788322681213,1.15473453105382,1,1.25,4,4
47090,699,2211,4.58727172710702,4.72085171678755,1.11951676105391,1.14724530399939,1,1.25,4,4
47031,671,2298,4.40326572097751,5.30837630574398,1.13219985249208,1.34744093228067,1,1.25,4,4
47004,732,2264,3.89291899212942,4.83531735274755,0.987269232403876,1.20784205926414,1,1.25,4,4
47111,684,2205,4.11990160424889,4.91408688808088,1.0326463665944,1.22321805210866,1,1.25,4,4
47013,709,2278,3.89632379572619,4.85341621465943,0.984454615707786,1.21054727232687,1,1.25,4,4
47092,682,2226,3.73992419175028,4.96079053390289,0.889229116474852,1.20629469394267,1,1.25,4,4
47029,696,2275,4.26270253664365,4.78305946791862,1.1164449574182,1.2115876387701,1,1.25,4,4
47129,665,2206,4.18902016276697,5.01423113312622,1.04627437189185,1.28266383926748,1,1.25,4,4
47065,679,2256,3.88449758758129,5.02608051576249,0.934040835204681,1.29632533987761,1,1.25,4,4
47078,681,2241,4.36591774209129,4.95388301090994,1.13295716879286,1.17846905836373,1,1.25,4,4
47119,659,2222,4.35089237075809,4.59099171736957,1.02669916874767,1.13753561157255,1,1.25,4,4
46988,710,2302,4.56252125421552,4.90238193018044,1.13651957353542,1.18865839220067,1,1.25,4,4
47126,668,2206,4.3873186137341,4.90941637964005,1.02384579388195,1.16808535331955,1,1.25,4,4
47082,705,2213,4.01246404263289,5.11211244287552,1.01265176840086,1.22763382453865,1,1.25,4,4
47070,684,2246,3.8049924395957,5.06696957989837,0.860087175804029,1.30815542771126,1,1.25,4,4
47145,636,2219,3.78243663617153,5.11635576452839,0.855337730886779,1.23318128515455,1,1.25,4,4
47025,699,2276,4.56117526493875,4.79436386920747,1.1783225680239,1.16409383306298,1,1.25,4,4
47098,709,2193,3.88597971816327,4.78158123718906,0.988370170892214,1.16417044552863,1,1.25,4,4
47093,653,2254,4.05170316653091,5.67442734521566,0.996675478076071,1.47945893362877,1,1.25,4,4
47075,684,2241,4.13779284525998,4.7140279355038,1.00529434403365,1.16903378401905,1,1.25,4,4
47104,675,2221,4.14055707208573,5.35091832525328,1.06203453226449,1.43295802381314,1,1.25,4,4
47135,685,2180,4.22652076893415,4.99873973539562,1.04828071982947,1.20652905287553,1,1.25,4,4
47192,634,2174,3.36179676560226,4.78348661028894,0.808413020853783,1.14731181354912,1,1.25,4,4
47076,664,2260,4.1720585635277,5.21656393034914,1.04124444844959,1.27448405786579,1,1.25,4,4
47099,677,2224,3.94156063868885,5.03628489872659,0.97870637804955,1.25823345861343,1,1.25,4,4
47104,676,2220,4.35765538350146,5.15109840132304,1.03700993895715,1.24648229918678,1,1.25,4,4
47022,700,2278,4.56557434978491,4.54074903465385,1.09667653193664,1.13124558309422,1,1.25,4,4
47048,710,2242,4.06137096535605,5.31370315419546,0.986939330743834,1.39368424852951,1,1.25,4,4
47064,681,2255,3.66949335724379,4.82534894984809,0.874375853741959,1.19414396510421,1,1.25,4,4
47124,697,2179,4.64716847150719,4.96486154399425,1.15192742766001,1.19944617867165,1,1.25,4,4
46969,713,2318,4.58754883160008,5.16939064014589,1.18369269477161,1.25503557807835,1,1.25,4,4
47109,682,2209,4.37618210306293,4.79548266500172,1.08626993595615,1.19651467539318,1,1.25,4,4
47031,709,2260,4.19548459660385,5.52759470182875,1.12281950463603,1.36907009982475,1,1.25,4,4
47165,686,2149,4.83285072655218,5.76968738845073,1.15893278721676,1.42189228177008,1,1.25,4,4
47054,692,2254,3.67309187922701,5.45323660899769,0.901952315984088,1.29641635287603,1,1.25,4,4
47070,700,2230,3.73577050012694,4.69917252594825,0.901582707531666,1.21692549046339,1,1.25,4,4
47101,678,2221,4.34130810132046,4.73910027876404,1.13897514809031,1.21404508062742,1,1.25,4,4
47075,678,2247,4.62690806017559,4.92712999440272,1.07805977148285,1.18064560427674,1,1.25,4,4
47116,666,2218,3.96470956502804,5.08109496071279,1.00700003541271,1.29656493034689,1,1.25,4,4
47067,697,2236,3.84425122692705,4.89138813285864,0.999867434880018,1.25137865215991,1,1.25,4,4
47016,752,2232,3.82859281437126,5.30983747223905,0.905644924541372,1.34818253472012,1,1.25,4,4
47068,664,2268,4.53850547713016,4.94446007032295,1.04999484082561,1.2084722270131,1,1.25,4,4
47079,655,2266,4.60408333890234,5.23649731157809,1.15240929595514,1.31413598080218,1,1.25,4,4
47156,649,2195,4.54930526452439,5.1364752284256,1.0938325350469,1.27933941791815,1,1.25,4,4
47127,683,2190,3.7655936716792,5.16712438061644,0.933105728651136,1.31309982456239,1,1.25,4,4
47053,690,2257,3.98417256198764,4.93221051299713,0.984028766991642,1.24077201751465,1,1.25,4,4
47113,708,2179,3.78738650525191,5.00037865644745,0.933799033287294,1.2588032017619,1,1.25,4,4
47122,685,2193,3.93189740850287,5.14909611797104,0.949569169260197,1.33746449330617,1,1.25,4,4
47108,719,2173,3.6231232797567,4.91799670356885,0.978437132706225,1.21241534206407,1,1.25,4,4
47035,681,2284,3.57219168301497,5.06752734025603,0.865607176709492,1.25542312403374,1,1.25,4,4
47049,660,2291,4.23617213953855,5.13537019364587,1.08099793441519,1.29693824019813,1,1.25,4,4
47069,694,2237,3.99985134181919,5.08384404468112,1.00142837654518,1.24831711261558,1,1.25,4,4
47010,737,2253,4.61357353898225,5.30250931811108,1.14524056170343,1.35310672290056,1,1.25,4,4
46993,711,2296,3.92599993979405,4.82443641975518,0.922962825956887,1.15002186701668,1,1.25,4,4
47117,661,2222,4.36640743323967,5.16615723919302,1.05796061461688,1.27116909888442,1,1.25,4,4
47070,701,2229,3.46411830872817,5.69305044401311,0.845990231851219,1.37276273266227,1,1.25,4,4
47141,680,2179,3.63357459863581,4.81530353791146,0.918202163420086,1.23525973321939,1,1.25,4,4
47066,693,2241,4.1217618597785,4.74331955621192,1.00938564989088,1.17728564618144,1,1.25,4,4
47086,653,2261,3.51047623689843,4.99213444919689,0.881768823655077,1.24332395172022,1,1.25,4,4
47002,716,2282,3.91327517054609,4.80737561472967,0.907444615159164,1.1843060669846,1,1.25,4,4
47201,660,2139,3.71614934373891,5.5112384335111,0.881841393141491,1.38606999575594,1,1.25,4,4
47022,690,2288,4.29603331426855,5.25801009281555,0.991623321902142,1.29953596271551,1,1.25,4,4
47078,707,2215,3.82291693601665,5.26713000073405,0.971697992169836,1.29633276097803,1,1.25,4,4
47123,683,2194,4.1382023950273,5.43016808741522,1.06011452174408,1.30116513414724,1,1.25,4,4
47119,697,2184,3.41385660996529,5.29813206879515,0.912455201720809,1.30340560171036,1,1.25,4,4
47054,724,2222,4.04182432322707,4.8186446036698,1.07972940781897,1.25460421486423,1,1.25,4,4
47026,730,2244,4.43164569919092,5.03813440646236,1.20218061015886,1.19579889458,1,1.25,4,4
47020,684,2296,4.02036053556736,5.38518840290997,0.950864534730827,1.34965040248041,1,1.25,4,4
47120,663,2217,4.19313662675092,4.56264187332836,0.966666965827644,1.11141061583601,1,1.25,4,4
47121,674,2205,3.79868731639819,5.27809561992583,1.06905650158332,1.30260987009349,1,1.25,4,4
47182,657,2161,3.8975476285733,5.10179403746372,0.917062181941733,1.26303001282418,1,1.25,4,4
47049,675,2276,4.60268867296686,5.71209171501997,1.12671072680363,1.41839757969153,1,1.25,4,4
47023,687,2290,4.21332470402526,4.55966053634047,1.02159796838416,1.11946955852902,1,1.25,4,4
47207,691,2102,5.09048510418818,5.07506819261414,1.28621464909655,1.29591615090681,1,1.25,4,4
47000,703,2297,3.78620611341673,4.89120173316318,0.910106959183949,1.16597573183309,1,1.25,4,4
47022,678,2300,4.36608072080385,5.14148236428884,0.977046647043164,1.2028386284354,1,1.25,4,4
47089,699,2212,4.22587931861506,4.596623728016,1.0886018388808,1.13023785603309,1,1.25,4,4
47028,664,2308,4.00958148214052,5.04898609916531,1.06821095888601,1.25681272464913,1,1.25,4,4
47106,696,2198,3.30428612153702,4.9507778281311,0.79917680521818,1.19189028620241,1,1.25,4,4
47125,685,2190,4.23338648423442,4.86743162226909,1.04160200943441,1.22561375949697,1,1.25,4,4
47103,701,2196,3.83706589131349,5.24879487564242,0.95485226372255,1.34891613371182,1,1.25,4,4
47127,663,2210,3.96203060269945,5.26048502259572,0.989728753015386,1.29965420388742,1,1.25,4,4
47133,637,2230,4.65542064605406,5.67216979450811,1.16773280274065,1.42527730849848,1,1.25,4,4
47068,664,2268,3.84689874052659,5.03440099852912,0.971708581735738,1.22938536892031,1,1.25,4,4
47109,653,2238,3.65908309990441,5.50284807609332,0.812042282210451,1.33691468739765,1,1.25,4,4
47135,685,2180,3.94193780275077,4.6497996051216,1.03204514460552,1.17754496501335,1,1.25,4,4
47043,690,2267,3.45156416816067,4.86967828747621,0.86332418160935,1.22662761507958,1,1.25,4,4
47107,631,2262,4.36303663765342,4.84899964637222,1.17490502496489,1.22807046728813,1,1.25,4,4
47153,697,2150,4.51234496971006,4.89156476322252,1.07780614649633,1.18979170450615,1,1.25,4,4
47068,676,2256,4.57549607138101,5.14840082481958,1.11054297761512,1.27546929472212,1,1.25,4,4
47047,691,2262,3.92148896056158,5.12689861894101,0.920948778014522,1.27814260189748,1,1.25,4,4
46994,718,2288,4.03162583155282,4.4222202525163,0.897303105016365,1.11512258445667,1,1.25,4,4
47120,638,2242,3.84983807124865,4.85043079822384,0.875628761472663,1.24021534619119,1,1.25,4,4
47091,669,2240,4.64412947450346,4.99052355807302,1.09619555777615,1.18175687538554,1,1.25,4,4
47059,665,2276,4.0073190030331,5.13591088551997,1.04543324953284,1.33646961507794,1,1.25,4,4
47114,717,2169,4.14289883441587,5.47094199902766,0.909757753786647,1.32965964492173,1,1.25,4,4
47142,694,2164,3.59535972754364,4.71205206220419,0.871329461981173,1.16613209700737,1,1.25,4,4
47130,626,2244,4.08322470893829,5.13705836808433,0.981249231585001,1.25739415369305,1,1.25,4,4
47043,691,2266,3.71295524579258,4.97122770676898,0.919251723402097,1.21323818788174,1,1.25,4,4
47036,692,2272,5.25263128010806,5.05910287001119,1.23853021836375,1.22148397492645,1,1.25,4,4
47063,685,2252,3.84788491835623,4.94984291693653,1.01099663525681,1.2332850131394,1,1.25,4,4
47109,685,2206,3.75196108718433,4.58849526835758,0.954366666987531,1.18097954413286,1,1.25,4,4
46967,729,2304,4.70334596670619,5.14979860800935,1.1704015910894,1.27493896576318,1,1.25,4,4
47133,673,2194,4.75080176186597,5.06199898598032,1.14896529948648,1.20420080462049,1,1.25,4,4
47133,667,2200,3.64977112785022,4.43479692310443,0.964084787211277,1.08586451994486,1,1.25,4,4
47103,668,2229,3.74990658861627,4.92508560749399,0.940584023346244,1.23998090464106,1,1.25,4,4
47051,720,2229,4.11893878997254,4.66864678637865,0.96431891351647,1.22170005504446,1,1.25,4,4
47098,663,2239,4.24233909301173,4.94056074354682,1.0852961503309,1.21419591320636,1,1.25,4,4
47210,674,2116,4.40617504884234,5.19357484923732,1.02449340233315,1.31182106302654,1,1.25,4,4
47155,661,2184,3.703174173687,4.93531589620773,0.967597023315242,1.23412755458464,1,1.25,4,4
47120,692,2188,4.10172229771896,4.9564499625977,0.981680786395798,1.20840927940618,1,1.25,4,4
47101,721,2178,3.98343034953038,4.92409862033352,1.00529492448736,1.21826547929951,1,1.25,4,4
47045,722,2233,4.33728917416014,5.19913744910387,1.04340247635867,1.25081479043947,1,1.25,4,4
47113,658,2229,4.27094326185224,4.85442948100823,1.16271253127052,1.26414312703762,1,1.25,4,4
47061,709,2230,4.07029913939609,5.57009064096135,1.01810446327777,1.3859922070038,1,1.25,4,4
47144,700,2156,4.60201416602244,5.06133112763985,1.08359606721792,1.31503714115129,1,1.25,4,4
47074,699,2227,4.34867559325687,5.16206230861403,1.11614105386572,1.2732918198103,1,1.25,4,4
47140,671,2189,4.59109660044613,4.50511025388647,1.13058901975772,1.09606663477091,1,1.25,4,4
47075,691,2234,3.73907145353795,4.72277425715315,0.905214887891001,1.16084420889845,1,1.25,4,4
46987,678,2335,4.31959255335844,4.99781359865118,1.03979195908169,1.21197933935322,1,1.25,4,4
47058,658,2284,4.59354838709677,4.57283950617284,1.22754253677622,1.14558935637491,1,1.25,4,4
47049,724,2227,3.9837146525143,4.99186074832136,0.966215236783117,1.22065418199217,1,1.25,4,4
47093,702,2205,3.72952627117031,4.90294146407335,0.926910986968495,1.19583578591514,1,1.25,4,4
47102,672,2226,3.48814346058394,4.99608710263506,0.922967024682793,1.25406653484002,1,1.25,4,4
47094,715,2191,4.27971280311615,5.34662666266099,1.06336881349103,1.2903186302792,1,1.25,4,4
47154,676,2170,3.92675599821321,5.20137402521777,0.952039384462281,1.2971191408842,1,1.25,4,4
47116,710,2174,3.50506408391007,5.16202959795201,0.885143260116152,1.28025438290894,1,1.25,4,4
47085,640,2275,3.69381018091441,5.19758535737974,0.90837683542703,1.29736956260098,1,1.25,4,4
47174,642,2184,3.7187477330017,4.86862936622474,0.946666481575127,1.25423684604892,1,1.25,4,4
47190,660,2150,3.69839449371794,5.02305891352473,0.856840140899977,1.22933843343289,1,1.25,4,4
47074,636,2290,3.69612586550697,5.4574524278246,0.919908468384732,1.33573313980569,1,1.25,4,4
47048,688,2264,3.44551495123998,4.8187909623401,0.87156815200919,1.15404377537124,1,1.25,4,4
47144,675,2181,4.38504068577076,5.0494961332909,1.01395592882911,1.21282823774954,1,1.25,4,4
47111,695,2194,3.2896884734242,4.63777187498503,0.830631081101957,1.13031928618469,1,1.25,4,4
47099,679,2222,4.38298432767022,5.25853227387799,1.03585856755039,1.25668542609293,1,1.25,4,4
46961,693,2346,4.63411015943415,5.26915211357158,1.25008621809346,1.29864296024629,1,1.25,4,4
47066,659,2275,3.38975282297254,5.30350630365021,0.816143056890155,1.3341733285213,1,1.25,4,4
47098,661,2241,3.94640722547775,5.09300061100127,0.938683455730208,1.31744015746264,1,1.25,4,4
46982,711,2307,4.53875717741907,5.0580794081783,1.10343015276943,1.27310421826026,1,1.25,4,4
47089,667,2244,4.16293818847642,4.94606517442743,0.992221037897798,1.19449081207287,1,1.25,4,4
47097,656,2247,5.00896517545699,4.94655026557602,1.28359913005041,1.25588739685868,1,1.25,4,4
47076,725,2199,4.71881437780847,5.35121148512526,1.18097551056017,1.33562263225812,1,1.25,4,4
47096,686,2218,3.68144788278476,5.10027975759667,0.907673191264424,1.30146828131639,1,1.25,4,4
47108,649,2243,4.51502744925897,4.89221073999534,1.10558811829392,1.23625440772131,1,1.25,4,4
47078,672,2250,3.35867093876769,4.74180051277529,0.796716520772995,1.14300061984375,1,1.25,4,4
47085,657,2258,3.71939013855817,4.9332215172135,0.97385672204162,1.26875470469459,1,1.25,4,4
47156,636,2208,4.86205219745461,4.93253034102034,1.20106306655807,1.30908054152924,1,1.25,4,4
46985,653,2362,4.56734617940199,5.07291838450146,1.14665781131184,1.22486998739546,1,1.25,4,4
47036,692,2272,5.19534050179211,5.21114866965643,1.30214096674807,1.2748014685805,1,1.25,4,4
47038,692,2270,3.62287232957753,4.94025901022542,0.881480179539268,1.15994285877529,1,1.25,4,4
47003,707,2290,4.1106393017221,5.08307202182089,0.976197266780392,1.25483325151183,1,1.25,4,4
47129,666,2205,3.7533516727305,4.69221415370281,0.912939083070256,1.19365681065337,1,1.25,4,4
47103,658,2239,4.0810633608199,5.36407095696705,0.97677451845969,1.2914503487091,1,1.25,4,4
47074,701,2225,3.91600059655026,4.82846132342958,0.886944325785468,1.19597899319224,1,1.25,4,4
47103,672,2225,4.20629732237783,4.49637733550334,1.07043107532334,1.11571267948366,1,1.25,4,4
47129,654,2217,3.75358184803989,5.20784594112431,0.895293462388297,1.26080418027508,1,1.25,4,4
47032,702,2266,3.80472598180608,5.01018371861593,0.926247149046251,1.1806539872052,1,1.25,4,4
47172,664,2164,3.94615812350901,4.60664498742179,0.961310790917048,1.10968421640085,1,1.25,4,4
47125,675,2200,4.1629230837121,5.27081251281679,0.924374408159364,1.30238689700521,1,1.25,4,4
47024,762,2214,3.60222533046031,5.26649025315339,0.841574003984353,1.3115280159592,1,1.25,4,4
47081,705,2214,3.85291178232224,5.2671878640309,0.893254421686378,1.31200936341314,1,1.25,4,4
47071,696,2233,4.49206175007316,5.99059713372506,1.18276824961647,1.50002604130335,1,1.25,4,4
47083,671,2246,3.8902465049002,5.15143001458216,0.985190211182028,1.30935189077253,1,1.25,4,4
47127,700,2173,3.95414406946357,5.71260430173137,0.980414538005582,1.37063587432472,1,1.25,4,4
47192,653,2155,4.07411705234417,5.375509141763,0.976530967592978,1.3357377442063,1,1.25,4,4
47070,687,2243,4.0148161308161,5.05350803538215,1.01387677753758,1.24435883585339,1,1.25,4,4
47042,659,2299,3.9056215225276,5.41219061348017,0.988887566069538,1.36434034251612,1,1.25,4,4
47141,686,2173,3.72641988234462,4.73059523413352,0.884829861990994,1.12968209357593,1,1.25,4,4
47152,653,2195,4.0161586130452,4.85900917116957,0.981701189309284,1.2097805045149,1,1.25,4,4
47073,692,2235,3.61737472426463,5.04221060709907,0.900251135666817,1.27789667891915,1,1.25,4,4
47076,709,2215,3.98226974241998,5.28548819367942,1.03353302499779,1.35097933878962,1,1.25,4,4
47157,686,2157,3.53319291952124,4.55985075537817,0.914236342963002,1.20454403089393,1,1.25,4,4
47062,688,2250,3.82224743897218,4.7196902490616,0.930171837421629,1.1074493466347,1,1.25,4,4
47181,647,2172,3.65689778498509,4.80482658065656,0.853187873978377,1.15940233879089,1,1.25,4,4
47099,672,2229,4.52811576849292,4.80693047271432,1.17828997386778,1.20779350925091,1,1.25,4,4
47191,653,2156,4.2018416862012,5.3585932218139,0.986703682703952,1.34119457831257,1,1.25,4,4
47083,669,2248,3.68041590593542,5.30754754427379,0.946783074116408,1.32009090478596,1,1.25,4,4
47081,734,2185,4.58427308882015,5.31742716278245,1.0684767788516,1.37472840847031,1,1.25,4,4
47022,662,2316,3.64076736057106,5.09161431770936,0.886038264939484,1.26744015951503,1,1.25,4,4
47050,662,2288,3.97718653129353,5.19116811619667,0.927339451254319,1.33255419763507,1,1.25,4,4
47114,692,2194,4.75211051709946,5.10010325939012,1.20583605465318,1.23121635007348,1,1.25,4,4
47176,648,2176,3.96516715104737,5.02139335918288,0.900423813173794,1.24508690669576,1,1.25,4,4
47075,688,2237,4.20324839208662,4.6878928065744,0.98294729450293,1.14381808304909,1,1.25,4,4
47065,707,2228,3.99650813296912,5.0835777086323,0.978756465774145,1.24958785454176,1,1.25,4,4
47093,687,2220,5.06144610106874,4.78612517389355,1.23073296759457,1.20832370484901,1,1.25,4,4
47057,708,2235,3.96380405760098,5.09015905255253,0.906665449567186,1.21268099582477,1,1.25,4,4
47166,610,2224,3.64312159757873,4.93270634044878,0.93104202485823,1.21239186999083,1,1.25,4,4
47038,693,2269,4.34205605391172,4.93999205324434,1.04871504455331,1.25091900044287,1,1.25,4,4
47048,708,2244,3.98062291963861,4.58965499632659,1.00475629683192,1.13084494578292,1,1.25,4,4
